var13,offset_rank,flights_rank,solar_rank,ev_rank,pbd_rank,recs_rank,local_rank,bulbs_rank,fridge_rank,trees_rank,recycling_rank,pack_rank,ev_ee,ev_pnb,ev_ne,ev_intent,ev_program_interest,fly_ee,fly_pnb,fly_ne,fly_intent,fly_program_interest,offset_ee,offset_pnb,offset_ne,offset_intent,offset_program_interest,pbd_ee,pbd_pnb,pbd_ne,pbd_intent,pbd_program_interest,recs_ee,recs_pnb,recs_ne,recs_intent,recs_program_interest,solar_ee,solar_pnb,solar_ne,solar_intent,solar_program_interest,foodwaste_ee,foodwaste_pnb,foodwaste_ne,foodwaste_intent,foodwaste_program_interest
606a3324-ee55-8875-c083-76f3e7dc981d,11,7,6,4,2,5,12,9,10,3,1,8,0.6,1,0.2,0.5,0,0.3,0,1,0,0.3,0.2,0,0.7,0.5,0.6,0.7,0,0.4,0.6,0.4,0.5,0,0.7,0.3,0.5,0.4,0,0.4,0.4,0.3,0.2,0,0,0.3,0.7
606a3335-fd2c-1671-d54f-581fcaa35e67,11,8,10,9,2,5,1,7,12,3,4,6,0.1,1,0.1,0.5,0.6,0.4,1,0.6,0.5,0.5,0.1,1,0.1,0,0.2,0.6,1,0.5,0.8,0.6,0.3,1,0.7,0,0.5,0.2,1,0.7,0,0,0.8,1,0.6,0.5,0.5
606a343b-a57f-1546-29fa-8743ca4a30b6,9,10,8,11,12,7,1,4,5,2,3,6,0.2,0,0.4,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0.2,0,0.2,0,0,0.3,0,0.1,0,0,0,0,0.3,0,0,0.1,1,0.2,0.3,1
606a3650-cf12-ba39-afa8-81dd16282372,5,12,1,4,8,6,11,7,10,9,3,2,0.2,1,0.4,0.1,0.4,0.4,0,0.2,0.2,0.5,0.2,1,0.6,0.3,0.4,0.5,1,0.5,0.5,0.5,0.3,1,0.6,0.4,0.6,0.2,1,0.3,0.1,0.1,0.4,1,0.4,0.4,0.2
606a366c-a859-a699-69ad-4aa8c5145896,6,10,5,9,12,3,11,8,4,2,1,7,0.1,1,0.1,0.9,0.9,1,1,0.9,0.1,0.7,0.5,1,0.5,0.5,0.9,0.6,1,0.7,0.3,0.7,0.1,1,0.9,0.9,0.9,0.4,1,0.4,0.7,0.9,0.9,1,0.9,0.9,0.9
606a36a8-37d8-5109-6cff-384c43fe9faa,11,12,3,1,10,5,9,4,7,8,6,2,0.1,1,0.3,0.4,1,0,0,0,0,0,0,0,0,0.1,1,0.3,0,0.2,0.3,0.7,0.2,1,0.4,0.1,1,0.4,1,0.7,0,0,0.2,1,0.8,0.6,1
606a36d3-8e68-442c-c1de-fe197d608df8,3,1,6,7,8,5,12,9,10,2,4,11,0.2,1,0.5,0.5,0.7,0.5,1,0.6,0.9,1,0.1,1,0.3,0.3,0.2,0.2,1,0.2,0.2,0.1,0.3,1,0.6,0.2,0.6,0.1,1,0.1,0,0,0.5,1,0.6,1,0.7
606a3947-e176-eec0-d634-f4f70aecc907,3,4,11,8,9,5,7,2,6,10,12,1,0.1,1,0.2,0.4,0.5,0.1,1,0.1,0.1,0.2,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1
606a3a75-707d-22f6-d35a-f7aedfd5e0a2,3,1,4,5,7,6,8,9,2,10,11,12,0,0,0.3,0.8,1,0.2,0,0.5,1,0.7,0.5,0,0.6,0.4,0.7,0.7,0,0.7,0.4,0.3,0.5,0,0.6,1,0.7,0.4,0,0.6,0,0,0.6,0,0.6,0.3,0.7
606a3bd7-7589-c2e2-a6e6-237389573c73,1,12,4,9,5,3,7,11,6,8,2,10,0.3,0,0.2,0.2,0.6,0.1,0,0.1,0.1,0.3,0.2,1,0.2,0.1,0.5,0.2,0,0.2,0.1,0.3,0.2,1,0.2,0.2,0.4,0.2,1,0.2,0.2,0.3,0.2,0,0.2,0.2,0.4
606a3ce2-2ea4-5e92-3e10-dcf153a1763a,5,10,3,6,11,7,1,8,4,12,2,9,0.4,0,0,0,0.5,0.4,1,0.7,0.3,0.3,0.4,0,0.3,0,0,0.3,1,0.2,0,0.2,0.4,0,0.4,0.3,0.4,0.3,1,0.3,0.3,0.1,0.2,1,0.5,0.6,0
606a3e10-b01c-9881-6a8d-61fece0c0258,9,12,2,3,4,1,7,5,6,11,10,8,0.1,1,0.7,0.5,1,0.8,1,0.5,0,0,0.1,0,0.1,0,0,0.3,1,0.2,0.7,1,0.3,1,0.3,0.5,0.7,0.3,1,0.4,0,0.5,0.5,1,0.5,1,1
606a40bd-afbd-ca5b-d055-3dca95a6cd7e,5,7,4,11,12,3,6,9,10,1,2,8,0.3,0,0.4,0.4,0.7,0.1,1,0.5,0.1,0.1,0.4,0,0.4,0.2,0.1,1,1,0.4,0.3,0,0.2,1,0.4,0,0.4,0.1,1,0.3,0.6,0.5,0,1,0.1,0,0.3
606a41bc-5239-7055-5fda-00d2631b839b,10,3,7,11,8,6,2,4,9,5,1,12,0.1,1,0.2,0.2,1,0.5,1,0.2,1,1,0.1,1,0.3,0.1,1,0.5,1,0.3,0.5,1,0.2,1,0.3,0.2,1,0.1,1,0.3,0,0,0.4,1,0.3,0,0
,6,11,8,3,12,10,5,4,9,7,1,2,0,1,1,0.5,1,0,1,0,0.9,0.2,0,1,0,0.5,1,0,1,0,0,0,0,1,0,0,0.5,0,1,0,0.4,1,0,1,0,1,1
606a44a6-b111-a897-0378-66a78d70ec72,7,1,8,3,12,9,11,6,10,2,4,5,0.1,0,0.5,0.1,0.5,0,1,0.2,0.1,0,0.1,1,0.4,0.4,0.3,0,0,0.2,0,0,0.5,1,0.5,0,0,0.4,1,0.6,0,0,0.1,0,0.3,0.2,0
606a485a-f782-ff3f-89b5-c26a47c14312,3,12,1,8,11,2,6,7,10,4,5,9,0,1,0.1,1,1,0.5,1,0.5,0.5,0,0,1,0,0,0,0.5,1,0.5,0,0,0,1,0.5,0,0.5,0.1,1,0.2,0.1,0.3,0.5,1,0.5,0.1,0.3
606a4961-f314-d2f2-1a83-8af1a928fd79,10,7,1,4,12,6,8,5,11,2,3,9,0.1,1,0.2,0.6,1,0.5,1,0.3,1,0,0.1,1,0.2,0.2,0.5,0.5,0,0.4,0,0,0.2,1,0.5,0.5,0.6,0.3,1,0.5,0,0.8,0.4,1,0.5,1,0.3
606a498a-a99d-3551-6e66-06307a609c36,4,6,8,10,12,2,9,3,11,5,1,7,0.1,1,0.2,0.5,0.5,0.3,1,0.5,1,1,0.3,0,0.5,0,0,0.6,0,0.7,1,1,0.5,1,0.6,0.9,1,0.5,0,0.7,0.7,0.8,0.7,1,0.7,1,1
606a4a5d-9c9d-9f36-fdb3-79ae57efc422,6,9,1,3,4,2,12,10,5,8,7,11,0,0,0.6,0.8,1,0.1,1,0.8,1,0,0,1,0.1,0,0,0.2,1,0.5,1,0,0.3,1,0.3,0,0.8,0.3,1,0.3,0,0,0.6,1,0.6,1,1
606a4f18-422b-90f2-f028-2ed7b01e69de,11,8,3,1,9,6,10,5,4,2,7,12,0.1,1,0.3,0.2,1,0.2,0,0.5,0.2,0.2,0.1,1,0.8,0.3,0.8,0.2,1,0.3,0.3,0.3,0.3,1,0.8,0,1,0.2,1,0.3,0,1,0.5,1,0.7,0.3,1
606a4eeb-91ac-c280-dcfd-db2d2108367f,12,9,3,7,11,2,10,5,6,4,1,8,0.3,1,0.3,0.8,1,0.2,0,0.1,0.7,1,0.4,1,0.6,0.7,1,0.3,0,0.4,1,0,0.8,1,0.8,0.5,1,0.8,1,0.8,0.2,1,0.7,1,1,1,1
606a507b-591f-2dc2-53f9-2ed38cd9c1da,11,3,9,12,2,10,8,6,1,7,4,5,0.1,1,0.7,0.7,0.4,0,0,0.1,0.2,0.2,0.1,1,0.2,0.6,0.2,0.3,1,0.6,0.4,0.6,0.3,1,0.1,0.6,0.6,0.4,1,0.6,0.7,0.5,0.3,1,0.4,0.6,0.5
606a521a-6d31-2514-dcd0-8cc9a508334d,10,12,6,7,11,4,3,5,8,9,1,2,0.2,1,0.6,0.7,0.7,0,0,0,0,0,0.6,1,0.7,1,0,0.5,0,0.5,0,0,0.3,1,0.9,0.5,1,0.5,1,0.5,0.5,0,0.9,1,0.8,1,1
606a5363-d874-8142-9992-dae9891e71cf,3,10,6,7,1,4,2,12,8,11,9,5,0.2,1,0.2,0.6,0.8,0.6,1,0.4,0.5,0.5,0.1,1,0.4,0.2,0.7,0.4,1,0.4,0.6,0.7,0.3,1,0.4,0.4,0.7,0.2,1,0.2,0.2,0.8,0.3,1,0.3,1,0.9
606a5546-e45f-3a82-9dd0-5c7a1babc4e3,8,12,1,7,3,2,5,10,9,11,4,6,0.1,1,0.4,0.4,1,0.7,1,0.5,0.4,0.2,0,1,0.2,0,0.6,0.2,1,0.2,0.7,1,0.1,1,0.5,0.1,0.7,0.1,1,0.1,0,0.7,0.2,1,0.9,0.4,1
606a561c-64a9-a900-560d-1afd882505f3,11,6,4,5,9,3,7,10,12,8,2,1,0.1,1,0.4,0.4,0.5,0.8,1,0.3,0.5,0.2,0.2,1,0.5,0.3,0.6,0.2,0,0.4,0.1,0.2,0.3,1,0.8,0.2,0.4,0.4,1,0.9,0.1,0.5,0.3,1,1,0.4,0.5
606a5662-5547-fbc5-6f8f-ec9a1fa87f90,12,10,8,1,7,3,4,6,5,9,2,11,0.1,1,0.5,0.5,0.7,0.3,1,0.3,0.7,0.7,0.2,0,0.2,0.4,0.3,0.6,1,0.3,0.5,0.5,0.3,1,0.3,1,0.6,0.3,1,0.3,1,0.7,0.2,1,0.2,0.9,0.8
606a56b9-2cb2-8bd4-e56b-322a29ebaa2a,2,11,4,10,12,7,9,5,8,3,1,6,0.2,0,0.2,0,0,0.8,0,0.5,0,0,0.3,1,0.3,0,0,0.3,1,0.3,0,0,0.2,1,0.2,0,0,0.5,1,0.4,0,0,0.7,1,0.8,0.1,0
606a579a-06ec-33b4-c7c5-ffed47aec695,8,2,10,1,6,11,4,9,12,7,5,3,0.2,0,0.2,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0.5,1,0.3,0.8,0.6,0.4,0,0.6,0.5,0.3,0.2,0,0.2,0.3,0.3,0.5,0,0.5,0.2,0.3
606a5872-8977-00da-285c-45e01b855125,6,12,4,7,10,8,9,5,3,2,1,11,0.3,1,0.5,0.4,0.8,0.8,0,0.5,0.7,0.6,0.3,1,0.4,0.3,0.4,0.5,1,0.6,0.6,0.7,0.3,1,0.7,0.4,0.6,0.2,1,0.6,0.1,0.6,0.8,1,0.8,1,0.8
606a5ae1-d5ca-b8ca-455e-ccfec61a77a8,7,12,2,4,11,3,8,9,10,5,1,6,0.3,1,0.7,0.7,0.8,0.3,1,0.5,0.3,0.1,0.7,1,0.9,0.3,0.8,0.5,1,0.4,0.1,0,0.3,1,0.5,0,0.8,0.2,1,0.4,0,0.5,0.4,1,0.4,0.6,0.9
606a5b8f-3dec-b6e8-7fb4-dff43097ef15,7,12,1,4,11,5,9,6,2,10,3,8,0.5,0,0.9,0.5,0.5,1,1,0.6,0.7,0.5,0.3,1,0.4,0.2,0.2,0.6,0,0.7,0.8,0.6,0.7,1,0.6,0,0.5,0.1,1,0.4,0,0.5,0.3,1,0.3,1,0.3
606a5bc1-9398-e192-5fa9-c5506a1f8452,11,12,6,4,10,5,2,8,9,1,7,3,0.2,0,0.2,0.5,0.6,0.6,1,0.2,0.5,0.5,0,1,0.1,0.3,0.5,0.5,1,0.2,0.5,0.5,0.3,1,0.2,0.4,0.6,0.3,1,0.3,0.5,0.6,0.3,1,0.3,0.5,0.6
606a5cf9-a495-c6ec-0898-67632ab94077,9,10,4,6,5,7,1,8,12,11,3,2,0.1,1,0.3,0.8,1,0,0,0,0,0,0,0,0,0,0,0.4,1,0.6,0.5,0.5,0.1,1,0.5,0.2,0.6,0.1,1,0.1,0.1,0.6,0.7,1,0.5,0.8,0.5
606a5edb-8450-5a1b-1b42-6ea562a05951,12,11,3,7,6,4,2,10,9,8,5,1,0.1,1,0.6,0.5,0.5,0.5,1,0.4,0.7,0.2,0.1,0,0.1,0.4,0.5,0.5,1,0.4,0.7,0.8,0.3,1,0.5,0.2,0.5,0.3,0,0.3,0.3,0.3,0.4,1,0.7,0.9,0.9
606a6023-74e3-f877-4b83-bc81d4b1893a,12,10,5,11,1,3,7,8,9,6,2,4,0.1,0,0.2,0.5,0.6,0,0,0,1,0,0,0,0,0,0,0.3,1,0.2,1,1,0,1,0.4,0,0.8,0,0,0.4,0,0,0.3,1,0.4,1,1
606a60bb-87c2-3560-f228-9be11adda55e,12,7,4,11,9,8,6,3,5,2,1,10,0.1,0,0.3,0.2,0.5,0.2,0,0.4,1,0.5,0.1,0,0.3,0.2,0.5,0.2,0,0.4,0.3,0.5,0.1,0,0.3,0.2,0.5,0.3,0,0.4,0.3,0.5,0.1,0,0.3,0.3,0.5
606a6127-ff25-117a-36f9-611e43d3464f,2,9,4,8,1,6,5,12,10,11,7,3,0,1,0.8,0.2,1,0.2,1,0,1,0.6,0.1,1,0.2,0.8,1,0.6,1,0.7,1,1,0.2,1,0.8,0,1,0.1,1,0.7,0,1,0.4,1,0.5,1,1
606a6134-fc5f-3545-b08b-0a780ed5c3c4,8,9,2,3,11,1,10,12,5,4,6,7,0.1,0,0.1,0.1,0.4,0.4,1,0.2,0.5,0.5,0.1,1,0.1,0.5,0.5,0.2,0,0.1,0,0,0.2,1,0.2,0.5,0.8,0.3,1,0.2,0.5,0.6,0.1,1,0.2,0.6,0.7
606a6597-7f00-6bf1-58f5-cf41302ca06d,4,12,2,7,11,3,9,5,6,8,1,10,0.3,0,0.1,0,0.5,0.4,0,1,0.5,0.1,0.7,1,1,0,1,0.8,0,0.3,0.3,0.2,0.2,1,0.8,0.1,0.7,0.9,0,0.9,0.2,0.7,1,1,1,0.8,0.8
606a67f5-3077-0f09-270f-d23136f4ab35,10,6,2,4,12,1,7,8,5,11,3,9,0.2,1,0.2,0.8,0.8,0.8,1,1,1,0.5,0.1,1,0.2,0.7,0.9,0.4,1,0.4,0.5,0.3,0.1,1,0.1,0,0.5,0.1,1,0,0,0,0.8,1,0.8,1,0.9
606a68ea-ceb1-e696-638e-d15b24629cca,12,10,6,7,9,11,3,5,1,4,2,8,0.1,1,0.5,0.7,0.7,0.8,1,0.5,1,0.5,0.1,1,0.7,0,0.5,0.3,0,0.3,0.5,0.5,0.1,1,0.5,0,0.5,0.2,0,0,0,0,0.3,1,0.3,0.3,0.6
606a6992-c650-5431-3cce-1dbdedbe2554,8,11,2,9,7,6,4,10,12,5,1,3,0.2,1,0.6,1,1,0.9,1,0.6,0.8,0.8,0.4,1,0.3,1,1,0.6,1,0.5,0.9,0.9,0.5,1,0.7,0.9,1,0.6,1,0.7,0.5,0.5,0.6,1,0.6,0.6,0.6
606a6c5a-0066-4b1c-00ac-ceeb9cfcd6a6,5,11,7,12,9,4,8,2,1,6,3,10,0.2,1,0.5,0,1,0.7,1,0.8,1,1,0.2,1,0.4,0,0.2,0.5,1,0.7,0,0.6,0.5,1,0.6,0.6,0.8,0.2,0,0.3,0,0.5,0.4,1,0.7,1,0.8
606a7066-2eb1-d495-c616-c7d56eca0e3b,5,12,7,6,1,3,4,11,10,9,8,2,0.1,1,0.2,0.8,1,0.1,1,0.1,0.5,0,0,1,0.1,0.3,0.4,0.4,1,0.2,0.6,0.4,0.1,1,0.1,0.2,0.2,0.2,1,0.1,0.5,0.5,0.2,1,0.2,0.6,0.4
606a7074-a797-7cfc-0105-032efb4db0a8,6,11,10,4,8,9,3,5,1,12,7,2,0.2,1,0.7,0.5,0.8,0.4,1,0.3,0.5,0.5,0.3,1,0.6,0.4,0.7,0.3,1,0.4,1,1,0.3,1,0.7,0.8,1,0.1,1,0.6,0.1,0.9,0.6,1,0.6,0.3,0.8
606a7103-6cce-64ee-6dce-5181952df60b,8,12,11,1,4,9,2,5,10,6,7,3,0.1,1,0.4,0.2,0.4,0.3,1,0.1,0,0,0.1,1,0.7,0.2,0.1,0.9,1,0.6,1,0.9,0.2,1,0.6,0.1,1,0.3,0,0.3,0.1,0.9,0.1,1,0.5,0.5,1
606a7600-702d-df64-b089-25c580e7e828,9,3,2,4,11,7,12,6,8,1,5,10,0.1,0,0.5,0.5,0.7,0.5,1,0.3,0.7,0.5,0.2,0,0.3,0.3,0.5,0.3,0,0.2,0.3,0.3,0.2,1,0.3,0.3,0.5,0.3,0,0.3,0.2,0.5,0.4,1,0.3,0.5,0.7
606a7670-8e2b-e266-79c9-9c9a522f5b62,10,7,3,9,1,2,6,5,8,12,4,11,0.1,1,0.8,0.5,0,0.4,1,0.5,0.2,0,0.1,1,0.5,0.5,0.1,0.4,1,0.2,0.9,0.6,0.2,1,0.3,0,0,0.2,1,0.3,0,0,0.4,1,0.4,0.5,0
606a779c-eb40-f5d6-dc7f-edbaa74dc996,3,12,4,6,11,1,8,2,5,10,9,7,0.3,1,0.4,0.8,0.9,0.5,0,0.2,0.4,0.2,0.4,1,0.4,0.2,0.7,0.8,1,0.3,0.6,0.8,0.3,1,0.4,0.3,0.7,0.2,1,0.2,0.2,0.8,0.5,1,0.6,0.5,0.7
606a7ae5-c697-95e4-1b92-6d7afce212f0,6,8,1,11,12,7,10,2,4,5,3,9,0.1,1,0.4,0.3,0.5,0.5,0,0.4,0.4,0.3,0.3,0,0.5,0.2,0.5,0,0,0,0,0,0.3,1,0.5,0.2,0.1,0.2,1,0.4,0,0,0.3,1,1,0.5,0.7
606a7c43-dade-2569-e9b0-3446ef882355,6,12,8,9,10,7,5,3,4,1,2,11,0.2,0,0.4,0.5,0.5,0.5,0,0.5,0.2,0.1,0.7,1,0.6,0.6,0.4,0.7,0,0.6,0.6,0.4,0.4,1,0.7,0.6,0.4,0.4,1,0.5,0.3,0.4,0.7,1,0.5,0.6,0.4
606a7e4f-9a4d-ac46-db4e-35dc71db9048,7,12,4,8,11,2,1,5,6,9,3,10,0.1,1,1,0.5,0,0,0,0,1,0,0.1,1,0.1,0,0,0.2,0,0.2,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0.3,1,0.3,0,0
606a7ff0-cfd4-9347-dc61-85ffafe77590,8,12,4,7,6,9,1,11,10,2,5,3,0.1,1,0.3,0.6,0.8,0.2,1,0.2,0.9,0.5,0.1,1,0.3,0.2,0.8,0.4,1,0.5,0,0,0.3,1,0.5,0.3,0.8,0.2,1,0.5,0.2,0.9,0.4,1,0.6,1,0.8
606a809b-9b92-1844-336c-722ff2488e31,5,3,8,12,9,6,7,2,4,10,1,11,0.2,0,0.2,0,0,0.2,0,0.2,0.8,0.2,0.3,0,0.3,0,0,0.2,0,0.3,0.3,0,0.4,1,0.4,0.3,0.3,0.3,1,0.3,0.2,0.2,0.3,1,0.3,0.3,0.3
606a8191-e389-b568-ef97-669d8b3eaad2,11,10,1,7,12,4,9,2,5,8,3,6,0.3,1,0.6,0.6,0.8,0.4,1,0.4,0.8,0.7,0.1,0,0.1,0,0.2,0.5,1,0.6,0.9,0.8,0.4,1,0.6,0.1,0.7,0.4,1,0.7,0.3,0.3,0.7,1,0.8,0.8,0.8
606a8539-ff03-c77d-38bc-b9d914b0ddc4,7,12,9,8,2,6,1,10,11,5,4,3,0,1,0.1,0.8,1,0.1,1,0.2,1,1,0.1,1,0.3,0.5,1,0.4,1,0.4,1,1,0.5,1,0.5,0.1,1,0.3,1,0.3,0,1,0.3,1,0.3,1,1
606a8868-f0e8-d9bb-90ec-25ab6a9809e1,7,12,6,4,9,2,11,10,8,5,1,3,0.2,1,0.2,0.4,0.7,0.7,0,0.1,0.3,0.6,0,1,0.4,0.2,0.8,0.4,1,0.2,0.1,0.2,0.3,1,0.4,0.3,0.8,0.1,1,0.5,0,0.2,0.4,1,0.5,0.3,0.7
606a8b05-8cbb-b968-7032-5719941f11ce,3,11,4,2,1,7,12,9,8,5,10,6,0.3,1,0.6,0.3,0.7,0.4,1,0.6,0.8,1,0.3,1,0.6,0.1,0.4,0.3,1,0.5,1,1,0.3,1,0.5,0.1,1,0.7,1,0.5,0.2,1,0.5,1,0.7,0.6,1
606a912e-4472-b2ce-0ad6-fe1c0bb81de5,8,9,7,11,10,3,4,6,2,5,1,12,0.2,1,0.2,1,1,0.5,1,0.4,1,1,0.5,1,0.5,0,0,0.4,1,0.4,0,0,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0.5,1,0.5,0,0
606a9197-c811-9f1a-5f5d-8775480787fb,3,11,4,6,12,2,5,9,8,10,1,7,0.1,0,0.3,0.2,0.7,0.7,1,0.2,0.9,0.3,0.1,1,0.2,0.1,0.4,0.3,0,0.3,0,0,0.1,1,0.2,0.1,0.2,0.2,1,0.2,0.2,0.6,0.8,1,0.7,1,0.6
606a95c6-45fb-bc48-8f32-14c81115bf67,4,3,12,5,9,6,7,11,8,10,2,1,0,0,0.1,0.2,1,0.9,0,0.2,0.3,0,0.1,1,1,0.2,1,0.4,0,0.8,0.2,0.5,1,1,1,0.1,1,1,1,0.2,0.6,1,0.2,1,1,0.4,1
606a9771-a147-0be6-d1ce-2ec100a74a1d,8,1,9,3,12,7,11,5,10,2,4,6,1,1,1,1,0.5,1,0,1,0,0,0,0,0.1,0,0,1,0,0,0.1,0,0.6,1,1,0,0,1,0,0,0,0,1,1,1,1,0
606a9951-2605-cb29-5203-54cb21723e3e,3,10,1,8,12,2,5,7,6,11,9,4,0.3,0,0.4,0.3,0.7,0.5,1,0.7,0,0.1,0.1,1,0.2,0.5,0.5,0.3,0,0.2,0,0,0.4,1,0.6,0.6,0.6,0.5,1,0.7,0.8,0.8,0.5,1,0.7,1,0.7
606a9c35-6b88-7168-9167-a6abbdf3732b,7,6,1,9,12,4,10,2,3,8,5,11,0,1,0.3,0.6,1,0.7,1,0.4,0,0,0,1,0,0,0.5,0.4,0,0.2,0,0,0.6,1,0.8,0.8,1,0.3,1,0.4,0.3,1,0.9,1,1,0.8,0.6
606a9c60-a3a2-3bb8-c4a0-83763f2f89a7,11,6,2,5,4,1,8,9,10,12,3,7,0.2,1,0.5,0.7,0.9,0.5,1,0.3,1,0,0.4,1,0.5,0.2,0.5,0.3,1,0.4,0.5,0.3,0.4,1,0.9,0.1,0.9,0.2,1,0.5,0,0.5,0.3,1,0.2,0.5,0.1
606ab083-7d4d-7ff7-7fb2-9cd5e0fd42c9,12,10,1,5,8,2,9,6,4,11,3,7,0.1,1,0.1,0.5,0.5,0.2,0,0.3,1,0.5,0.1,1,0.1,0.1,0.1,0.3,1,0.3,0.5,0,0.5,1,0.4,0,0.1,0.2,1,0.2,0,0.6,0.6,1,0.5,0.6,0.3
606ab367-6aef-3055-aef4-115697382e00,9,7,5,8,12,11,3,6,10,2,1,4,0.1,1,0.1,0.2,0.4,0.8,1,0.8,0.8,0.6,0.1,1,0.1,0.7,0.8,0.3,0,0.3,0,0,0.2,1,0.2,0.7,1,0.3,1,0.7,0.8,0.8,0.1,1,0.3,1,0.7
606ac624-4765-c57a-c847-347599a46380,4,12,2,8,11,3,10,6,9,5,1,7,0.1,1,0.7,0.2,0.5,0.2,1,0.2,0,0.3,0.1,1,0.3,0,0.1,0.1,0,0.1,0,0,0.2,1,0.6,0.2,0.1,0.1,1,0.4,0,0.1,0.3,1,0.6,0.1,0
606ad43b-80f7-3950-f911-cf28ea1fc878,1,4,9,8,7,11,6,5,2,12,10,3,0.3,1,0.2,0.5,0.5,0.8,1,0.2,0.6,0.5,0.2,0,0.2,0.4,0.5,0,1,0.4,0.5,0.5,0.3,1,0.4,0.6,0.5,0.2,1,0.5,0.5,0.5,0.3,1,0.7,1,0.5
606ad69d-ceca-f969-7a10-42ba27a3b64b,2,12,5,9,8,6,4,7,11,3,1,10,0.2,1,0.1,0.9,0,1,1,1,1,0,0.4,0,0.2,0.2,0,0.4,0,0.2,0.8,0,0.2,1,0.1,0.7,0,0.2,1,0.6,0.5,0,0,1,0,0.8,0
606ad6d8-4de8-672d-418e-bbb04129209c,8,10,4,1,12,7,11,5,3,6,2,9,0.1,1,0,0.5,1,0.5,1,0.5,1,1,0.1,1,0.2,0.1,0,0.2,0,0,0.1,0,0.1,1,1,0,1,0.2,1,1,0.5,1,0.3,1,0.9,1,1
606ad8a3-65e1-1edc-311c-94c50f983f43,7,12,1,3,11,9,2,8,10,4,6,5,0.1,1,0.1,0.1,1,0,1,0.1,0,1,0.1,1,0.1,0,0,0.1,1,0.1,0.1,1,0.1,1,0.1,0,1,0.1,1,0.1,0,1,0.1,1,0.1,0,1
606adf08-d60c-9b7e-ce58-a491be89cb44,2,6,10,11,5,7,9,8,1,3,4,12,0.1,0,0.1,0.5,0.8,0.2,0,0.1,1,0.9,0.1,1,0.1,0.5,0.6,0.2,1,0.2,0.6,0.2,0.1,1,0.1,0.5,0.5,0,0,0.1,0,0.2,0.2,1,0.4,1,0.6
606ae886-705f-f913-b7fe-ea43781ba7a9,9,12,3,2,7,1,10,4,5,6,8,11,0.1,1,1,1,1,0.9,1,1,1,1,0,1,1,1,1,0.9,0,0,0,0,0.4,1,1,0.5,1,0.4,1,1,1,1,0.5,1,0.5,1,1
606ae86f-bdc2-b893-d855-1a641e35f99f,9,10,7,1,11,2,8,6,4,3,5,12,0,1,1,1,1,0.2,1,1,1,0,0.2,1,0.2,1,1,0.2,1,0.5,1,1,0.2,1,0.2,0,0,0.2,1,0.5,0,0.5,1,1,1,1,1
606aea92-95ca-9609-1336-475d3d006608,4,11,2,3,12,6,10,5,7,8,1,9,0.1,1,0.3,0.1,0,0,0,0,0,0,0.1,1,0.2,0,0,0.1,0,0,0,0,0.1,1,0.1,0,0,0.2,1,0.3,0,0,0.2,1,0.2,0,0
606af59c-466a-bd7a-7c16-43772dcd58a4,4,10,3,1,11,6,7,5,9,12,2,8,0.1,0,0,0.1,0.7,0.4,0,0,0.1,0.4,0,1,0.1,0.1,0.7,0,0,0.1,0,0.4,0,1,0.1,0,0.9,0.1,1,0,0,0.8,0,1,0,0,0.4
606af670-0dde-41f5-6a9f-d6f13b6e71a5,6,10,2,9,12,7,8,3,5,4,1,11,0.1,0,0,0.1,0.3,0,0,0.1,0.3,0.4,0,0,0.1,0,0.2,0.1,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.2,0,0.1,0,0.3,0.1,0,0.1,0,0
606afb2c-d60e-f2f2-8f03-86ef8882c10e,9,12,7,3,11,8,2,6,5,1,4,10,0.4,0,0.2,0.2,0.4,0.1,0,0.1,0,0.8,0.1,1,0.3,0.5,1,0.5,1,0.5,0.3,0.4,0.2,1,0.3,0.6,0.8,0.3,1,0.2,0,0.8,0.7,1,0.5,0.5,0.8
606afbfd-c91d-f5b8-f079-677f161b3708,9,12,4,3,10,8,11,6,7,5,1,2,0.1,0,0.3,0.1,0.3,0.2,0,0,0,0,0.1,0,0,0,0,0.5,1,0.4,0.3,0.1,0.2,1,0.1,0,0.1,0.2,0,0.1,0.1,0,0.4,1,0.4,0.2,0.2
606afdc5-ff5e-e4dc-8648-bb79b2b06e44,5,8,2,4,10,3,11,6,9,7,1,12,0.1,0,0.1,0.1,0.5,0.6,0,0.2,0,0,0.1,0,0.1,0.1,0,0.8,0,0.1,0,0,0.3,1,0.2,0,0,0,0,0.1,0.1,0.3,0.1,0,0,0,0
606afe49-8fd6-c1ad-1d9d-293feb93352b,9,12,4,5,11,6,8,3,2,10,1,7,0.1,1,0.3,0.3,0.8,0.9,1,0.6,0.8,0.5,0,1,0.2,0.1,0.1,0.1,0,0.3,0,0,0.4,1,0.5,0.3,0.5,0.5,0,0.6,0.2,0.4,0.2,1,0.8,0.8,0.8
